tconst,startYear,runtimeMinutes,primaryTitle
tt87358622,1982,11,Trip to America
tt25360111,1982,17,Close Encounters of the Absurd Kind
tt17591314,1982,17,The Day of the Suds
tt33735831,1982,17,The Four Tasks of Danger Mouse
tt48092656,1982,17,The Invasion of Colonel K
tt94924090,1982,17,The Odd Ball Runaround
tt41999511,1982,18,Danger Mouse Saves the World Again
tt88401449,1982,18,The Bad Luck Eye of the Little Yellow God
tt77398640,1982,19,Custard
tt24965241,1982,19,The Duel
tt14868116,1982,20,Askungen Karlsson
tt88942291,1982,20,Askungen Karlsson
tt74243058,1982,20,Dan före dopparedan
tt28994676,1982,20,Dan före dopparedan
tt49460085,1982,20,Dela lika
tt47551848,1982,20,Dela lika
tt24177824,1982,20,Ett barn är fött
tt96839515,1982,20,Ett barn är fött
tt91446597,1982,20,Som man bäddar får man ligga
tt25508352,1982,20,Som man bäddar får man ligga
tt50821808,1982,20,Spegel spegel på väggen där
tt11508855,1982,20,Spegel spegel på väggen där
tt43354516,1982,21,A Farewell to Arm
tt84220606,1982,21,A Farewell to Arm
tt38185272,1982,21,Bruce Banner Unmasked
tt64947433,1982,21,Falling in Love Again
tt21593752,1982,21,Falling in Love Again
tt42838695,1982,21,Horsing Around
tt43005059,1982,21,Horsing Around
tt49212939,1982,21,Horsing Around
tt64606748,1982,21,It Lives It Grows It Destroys
tt59065804,1982,21,Jealousy or Mildred Fierce
tt14657537,1982,21,Jealousy or Mildred Fierce
tt32394170,1982,21,Jealousy or Mildred Fierce
tt69420017,1982,21,Lesson in Love
tt33269920,1982,21,Lesson in Love
tt30138525,1982,21,Lesson in Love
tt87038638,1982,21,Origin of the Hulk
tt27479845,1982,21,Origin of the Hulk
tt68840937,1982,21,Prisoner of the Monster
tt18963765,1982,21,Strange Bedfellows
tt64745706,1982,21,Strange Bedfellows
tt49690074,1982,21,Strange Bedfellows
tt11937343,1982,21,The Adventures of Robin Smurf
tt58272281,1982,21,The Creature and the Cavegirl
tt80470585,1982,21,The Creature and the Cavegirl
tt12476529,1982,21,The Cyclops Project
tt29587963,1982,21,The Garden of Countess Natasha
tt65816480,1982,21,The Garden of Countess Natasha
tt74181464,1982,21,The Incredible Shrinking Hulk
tt69112258,1982,21,The Incredible Shrinking Hulk
tt10562159,1982,21,The Lost City of Yore
tt60287585,1982,21,Tomb of the Unknown Hulk
tt16706455,1982,21,When Monsters Meet
tt27504798,1982,21,When Monsters Meet
tt83861695,1982,21,Young Love
tt90542889,1982,21,Young Love
tt92107900,1982,21,Young Love
tt26832817,1982,22,Alls Smurfy That Ends Smurfy
tt17016886,1982,22,Bubble Bubble Smurfs in TroubleSmurf Van Winkle
tt71134474,1982,22,Clumsy Smurfs the Future
tt52844162,1982,22,Der rätselhafte Hund
tt53731214,1982,22,Der rätselhafte Hund
tt28729968,1982,22,For the Love of GargamelThe AMazeing Smurfs
tt20092615,1982,22,Gormandizing GreedyWaste Not Smurf Not
tt99469736,1982,22,Heavenly SmurfsIt Came from Outer Smurf
tt21336195,1982,22,I Dream of Genie
tt60619562,1982,22,I Dream of Genie
tt51976872,1982,22,One Good Smurf Deserves Another
tt31354632,1982,22,Papas Wedding Day
tt18701958,1982,22,Pumuckl in der Schule
tt74559146,1982,22,Pumuckl in der Schule
tt17138820,1982,22,Revenge of the Smurfs
tt11605188,1982,22,SShivering SSmurfsSister Smurf
tt43957066,1982,22,Sleepwalking SmurfsSmurf Me No Flowers
tt12843904,1982,22,Smurfs at Sea
tt18827708,1982,22,The Blue PlagueThe Last Laugh
tt22536681,1982,22,The Cursed Country
tt38293695,1982,22,The Enchanted Baby
tt27009505,1982,22,The Good the Bad and the Smurfy
tt58953622,1982,22,The Littlest Giant
tt24931162,1982,22,The Smurf Who Couldnt Say No
tt71111387,1982,22,The Three Smurfketeers
tt72785519,1982,23,Basketball BumblersMaltese MackerelYabbas Rustle Hustle
tt10417040,1982,23,Basketball BumblersMaltese MackerelYabbas Rustle Hustle
tt55252179,1982,23,Der erste Schnee
tt26243955,1982,23,Der erste Schnee
tt68793245,1982,23,Episode 12
tt40495843,1982,23,Episode 13
tt40929758,1982,23,Episode 132
tt25498557,1982,23,Episode 132
