tconst,startYear,runtimeMinutes,primaryTitle
tt76567941,2005,23,Modern Love
tt59197462,2005,23,Moonlight Desires
tt15735963,2005,23,Mother
tt88060553,2005,23,Natsu to yûjô to uchiage hanabi to
tt90576255,2005,23,New World
tt87117450,2005,23,Onna no tatakai Otoko no tatakai Tatakai owatte
tt39132561,2005,23,Panic in the Sky
tt99939852,2005,23,Panic in the Sky
tt56119634,2005,23,Panic in the Sky
tt17867653,2005,23,Panic in the Sky
tt39819587,2005,23,Panic in the Sky
tt24461387,2005,23,Past
tt13239387,2005,23,Perspective
tt38487342,2005,23,Rats Race
tt43353226,2005,23,Recognition
tt24492836,2005,23,Redemption Song
tt47900582,2005,23,Resurrected Wings
tt87057861,2005,23,Resurrection
tt46577486,2005,23,Return to the Battlefield
tt13520622,2005,23,Robotpalooza
tt33642748,2005,23,Rose
tt96712108,2005,23,SWAT Part 2
tt25370524,2005,23,Sam Part 1
tt13516159,2005,23,Sam Part 2
tt77385133,2005,23,Samurai
tt56073598,2005,23,School Rumble Forever
tt17986196,2005,23,Shadow Part 1
tt37801478,2005,23,Shadow Part 2
tt14360775,2005,23,Skill CraneGood Neighbors
tt93491492,2005,23,Stakeout
tt83394508,2005,23,Sword of the Blue Skies
tt12067203,2005,23,Tell It to My Heart
tt55982748,2005,23,The Balance
tt50093269,2005,23,The Balance
tt46357882,2005,23,The Balance
tt57899091,2005,23,The Balance
tt71995614,2005,23,The Doomsday Sanction
tt76131544,2005,23,The Doomsday Sanction
tt81791642,2005,23,The Doomsday Sanction
tt80678782,2005,23,The Doomsday Sanction
tt33550775,2005,23,The Finale
tt37590222,2005,23,The Finster Who Stole Christmas
tt16241973,2005,23,The Hidden Truth
tt82325991,2005,23,The Place of Sin
tt79005555,2005,23,The Shadows of War
tt21031717,2005,23,The Ties That Bind
tt43321601,2005,23,The Ties That Bind
tt90080097,2005,23,The Ties That Bind
tt90121654,2005,23,To Another Shore
tt24817106,2005,23,To Another Shore
tt97683555,2005,23,To Another Shore
tt65088710,2005,23,To Another Shore
tt80856407,2005,23,To Another Shore
tt18258310,2005,23,Together Forever
tt58591249,2005,23,Tokumori
tt43167889,2005,23,Turned Out Part 1
tt83270755,2005,23,Turned Out Part 2
tt85290093,2005,23,Walls
tt72662384,2005,23,Weddings Parties Anything
