tconst,startYear,runtimeMinutes,primaryTitle
tt57007893,1970,49,Close Up
tt90183545,1970,49,Depart in Peace
tt17638507,1970,49,Dinner Date
tt36636845,1970,49,Identified
tt50197817,1970,49,Identified
tt75786907,1970,49,Identified
tt70327284,1970,49,Lines of Battle
tt40210696,1970,49,Lines of Battle
tt68066427,1970,49,Lines of Battle
tt62441360,1970,49,The Breach in the Dyke
tt28648041,1970,49,The Breach in the Dyke
tt52901337,1970,49,The Breach in the Dyke
tt86995383,1970,49,The Breach in the Dyke
tt24466707,1970,50,A Room in Town
tt42426447,1970,50,A Room in Town
tt25609752,1970,50,A Small War
tt20487753,1970,50,A Small War
tt62110776,1970,50,A Time to Love a Time to Die
tt33319049,1970,50,A Time to Love a Time to Die
tt91362149,1970,50,Brothers in War
tt28208574,1970,50,Brothers in War
tt26209114,1970,50,Brothers in War
tt29628119,1970,50,Decoy
tt75517950,1970,50,Decoy
tt62215547,1970,50,Decoy
tt45126158,1970,50,Did You Lock Up
tt83458404,1970,50,Did You Lock Up
tt39486806,1970,50,Doomsday
tt49013738,1970,50,Doomsday
tt23487133,1970,50,Episode 46
tt70100027,1970,50,Episode 46
tt51375876,1970,50,Fools Mate
tt22511282,1970,50,Force of Waves
tt77078812,1970,50,Force of Waves
tt75970057,1970,50,Force of Waves
tt26976597,1970,50,Force of Waves
tt25681021,1970,50,Force of Waves
tt91338570,1970,50,Graveyard of Fools
tt70145073,1970,50,Graveyard of Fools
tt64384856,1970,50,If Its Got Your Number on It
tt12045391,1970,50,If Its Got Your Number on It
tt29338543,1970,50,If Its Got Your Number on It
tt18782583,1970,50,Inside
tt40323428,1970,50,Nightmare
tt32323347,1970,50,Nightmare
tt11622362,1970,50,Nightmare Road
tt56880160,1970,50,Nightmare Road
tt18130757,1970,50,Nightmare Road
tt30328218,1970,50,Nightmare Road
tt97197417,1970,50,No Trams to Lime Street
tt85577147,1970,50,One of Ours
tt26118896,1970,50,One of Ours
tt80231461,1970,50,One of Ours
tt13896656,1970,50,One of Ours
tt30509231,1970,50,Over Fifty Steal
tt95739183,1970,50,Over Fifty Steal
tt45922778,1970,50,Over Fifty Steal
tt86800877,1970,50,Panic
tt59419816,1970,50,Panic
tt33208239,1970,50,Panic
tt74894787,1970,50,Panic
tt46672130,1970,50,Pay the Piper
tt41613647,1970,50,Reported Missing
tt67253897,1970,50,Sorry Is Just a Word
tt10350486,1970,50,Still Life
tt11285581,1970,50,Still Life
tt48968924,1970,50,The Deadly Dart
tt27000825,1970,50,The Deadly Dart
tt49713529,1970,50,The Door of Opportunity
tt33645460,1970,50,The Door of Opportunity
tt97103793,1970,50,The Door of Opportunity
tt16824958,1970,50,The Exile
tt10971823,1970,50,The Exile
tt69958176,1970,50,The Exile
tt35087214,1970,50,The Lady Who Went Too Far
tt93864237,1970,50,The Lady Who Went Too Far
tt47937704,1970,50,The Marionettes
tt94656424,1970,50,The Marionettes
tt39453905,1970,50,The Secret City of Limbo
tt31861104,1970,50,The Secret City of Limbo
tt22520304,1970,50,The Secret City of Limbo
tt15313424,1970,50,The Walls of Jericho
tt94723979,1970,50,The Walls of Jericho
tt75542686,1970,50,The Walls of Jericho
tt44294412,1970,50,The War Office Regrets
tt54609110,1970,50,The War Office Regrets
tt36546492,1970,50,Trouble in Mind
tt23705993,1970,50,Trouble in Mind
tt89562840,1970,50,Trouble in Mind
tt51518052,1970,50,Wild Journey
tt25078384,1970,50,Wild Journey
tt41604692,1970,51,A Man I Know to Be Innocent
tt12277023,1970,51,A Man I Know to Be Innocent
tt12312628,1970,51,A Sentimental Journey
tt62394730,1970,51,A Sentimental Journey
tt40657616,1970,51,A Sentimental Journey
tt84735318,1970,51,Act of Kindness
tt51297653,1970,51,Act of Kindness
tt39223403,1970,51,Act of Kindness
tt68983379,1970,51,Amos Green Must Live
tt43916829,1970,51,Amos Green Must Live
tt75203541,1970,51,And a Time to Die
tt24987183,1970,51,And a Time to Die
tt36879060,1970,51,And a Time to Die
tt62204405,1970,51,And a Time to Die
tt83534570,1970,51,Beautiful Screamer
tt31700424,1970,51,Beautiful Screamer
tt90131966,1970,51,Beautiful Screamer
tt39025123,1970,51,Bored She Hung Herself
tt41207519,1970,51,Bored She Hung Herself
tt21524702,1970,51,Bored She Hung Herself
tt23623921,1970,51,Bored She Hung Herself
tt24946764,1970,51,Breakout
tt97566601,1970,51,Could You Recognise the Man Again
tt38123118,1970,51,Could You Recognise the Man Again
tt94016584,1970,51,Could You Recognise the Man Again
tt17631124,1970,51,Cry Lie
tt74296329,1970,51,Cry Lie
tt46456793,1970,51,Cry Lie
tt34923232,1970,51,Cry Lie
tt77858277,1970,51,Don Ho Jilly Rizzo Rod Serling Phil Silvers
tt32503713,1970,51,Don Ho Jilly Rizzo Rod Serling Phil Silvers
tt27847537,1970,51,Don Ho Jilly Rizzo Rod Serling Phil Silvers
tt36098981,1970,51,For Strategic Reasons
tt80523872,1970,51,For Strategic Reasons
tt20440440,1970,51,For Strategic Reasons
tt83927176,1970,51,God Help Your Friends
tt97441062,1970,51,God Help Your Friends
tt67028667,1970,51,God Help Your Friends
tt54239224,1970,51,Guest Starring Debbie Reynolds
tt98088672,1970,51,Guest Starring Debbie Reynolds
tt82085971,1970,51,Guest Starring Debbie Reynolds
tt96662107,1970,51,Its Supposed to Be Thicker Than Water
tt25753913,1970,51,Its Supposed to Be Thicker Than Water
tt89886980,1970,51,Its Supposed to Be Thicker Than Water
tt66800540,1970,51,Killer Bee
tt52764141,1970,51,Killer Bee
tt33453228,1970,51,Killer Bee
tt51451709,1970,51,Kiss the Queen Goodbye
tt59196345,1970,51,Kiss the Queen Goodbye
tt36967720,1970,51,Kiss the Queen Goodbye
tt17528439,1970,51,Kiss the Queen Goodbye
tt38733432,1970,51,Man on a Punched Card
tt77184674,1970,51,Man on a Punched Card
tt82616137,1970,51,Man on a Punched Card
tt70062219,1970,51,Money to Burn
tt97615747,1970,51,Money to Burn
tt73768065,1970,51,Money to Burn
tt71420540,1970,51,Most Likely to Murder
tt73100223,1970,51,Most Likely to Murder
tt77738306,1970,51,Most Likely to Murder
tt60360573,1970,51,Most Likely to Murder
tt18223488,1970,51,Not to Be Trusted
tt87566347,1970,51,Not to Be Trusted
tt74620715,1970,51,Paniolo
tt68645893,1970,51,Paniolo
tt98270960,1970,51,Paniolo
tt56283260,1970,51,Paniolo
tt70284920,1970,51,Private Armies
tt63280478,1970,51,Private Armies
tt50854155,1970,51,Room with a ViewThe Little Black BagThe Nature of the Enemy
tt25542331,1970,51,Room with a ViewThe Little Black BagThe Nature of the Enemy
tt86466527,1970,51,Run Johnny Run
tt14244686,1970,51,Run Johnny Run
tt12998440,1970,51,Run Johnny Run
tt79066890,1970,51,Run Johnny Run
tt42491851,1970,51,Settlement Day
tt44149287,1970,51,Settlement Day
tt88694414,1970,51,Somebody Just Walked Over My Grave
tt34198581,1970,51,Somebody Just Walked Over My Grave
tt51309810,1970,51,Somebody Just Walked Over My Grave
tt61833442,1970,51,Sylvia
tt85042987,1970,51,Sylvia
tt37791235,1970,51,The Best Legal System in the World
tt66269150,1970,51,The Best Legal System in the World
tt16862337,1970,51,The Dead ManThe Housekeeper
tt46088112,1970,51,The Dead ManThe Housekeeper
tt56442340,1970,51,The Dead ManThe Housekeeper
tt77353033,1970,51,The Double Wall
tt87094922,1970,51,The Double Wall
tt73496833,1970,51,The Double Wall
tt70527603,1970,51,The Double Wall
tt65881242,1970,51,The Double Wall
tt31289292,1970,51,The End of the Beginning
tt86523188,1970,51,The End of the Beginning
tt28809804,1970,51,The Gate of the Year
tt11060363,1970,51,The Gate of the Year
tt65138745,1970,51,The Gate of the Year
tt91360205,1970,51,The Ghost Talks
tt81432610,1970,51,The Ghost Talks
tt25752591,1970,51,The Ghost Talks
tt69628256,1970,51,The Ghost Talks
tt54990694,1970,51,The Guarnerius Caper
tt89327753,1970,51,The Guarnerius Caper
tt90049617,1970,51,The Guarnerius Caper
tt95826638,1970,51,The Guarnerius Caper
tt94202054,1970,51,The HouseCertain Shadows on the Wall
tt87247087,1970,51,The HouseCertain Shadows on the Wall
tt83082613,1970,51,The HouseCertain Shadows on the Wall
tt68048978,1970,51,The HouseCertain Shadows on the Wall
tt68661808,1970,51,The Last Eden
tt40564778,1970,51,The Last Eden
tt65743860,1970,51,The Last Eden
tt50691255,1970,51,The Last Eden
tt61730881,1970,51,The Last Eden
tt16157472,1970,51,The Late John Louisiana
tt40157684,1970,51,The Late John Louisiana
tt68495073,1970,51,The Late John Louisiana
tt45116494,1970,51,The Late John Louisiana
tt58467092,1970,51,The Late John Louisiana
tt19954047,1970,51,The One with the Gun
tt38637689,1970,51,The One with the Gun
tt75088344,1970,51,The One with the Gun
tt53271523,1970,51,The One with the Gun
tt20593110,1970,51,The Payoff
tt95671042,1970,51,The Payoff
tt80684320,1970,51,The Payoff
tt47306113,1970,51,The Payoff
tt71369525,1970,51,The Piper Calls the Tune
tt89859102,1970,51,The Piper Calls the Tune
tt15059741,1970,51,The Piper Calls the Tune
tt58670267,1970,51,The Pleasure of Your Company
tt32387575,1970,51,The Ransom
tt70544824,1970,51,The Ransom
tt44171756,1970,51,The Ransom
tt76522455,1970,51,The Ransom
tt63685245,1970,51,The Ransom
tt91312124,1970,51,The Reunion
tt90541749,1970,51,The Reunion
tt22158304,1970,51,The Reunion
tt51077436,1970,51,The Second Shot
tt85057100,1970,51,The Second Shot
tt30524866,1970,51,The Second Shot
tt80119622,1970,51,The Second Shot
tt31834117,1970,51,The Smile Behind the Veil
tt25233799,1970,51,The Smile Behind the Veil
tt72274202,1970,51,The Smile Behind the Veil
tt55252177,1970,51,Three Dead Cows at Makapuu Part I
tt49430824,1970,51,Three Dead Cows at Makapuu Part I
tt87607232,1970,51,Three Dead Cows at Makapuu Part I
tt57541377,1970,51,Three Dead Cows at Makapuu Part II
tt23616288,1970,51,Three Dead Cows at Makapuu Part II
tt80812528,1970,51,Three Dead Cows at Makapuu Part II
tt44722516,1970,51,Time and Memories
tt54414330,1970,51,Time and Memories
tt36028659,1970,51,Time and Memories
tt85663155,1970,51,Time and Memories
tt67598415,1970,51,To Die for Spain
tt76010708,1970,51,To Die for Spain
tt71886996,1970,51,You Can Always Find a Fall Guy
tt59931642,1970,51,You Can Always Find a Fall Guy
tt18990444,1970,51,You Can Always Find a Fall Guy
tt19989832,1970,52,A Chance at the Roses
tt49700047,1970,52,A Chance at the Roses
tt73015700,1970,52,A Chance at the Roses
tt69219345,1970,52,A Chance at the Roses
tt70185408,1970,52,A Chance at the Roses
tt65422781,1970,52,A Little Black and White Lie
tt50781598,1970,52,A Little Black and White Lie
tt79422230,1970,52,A Ticket to the Eclipse
tt40616608,1970,52,A Ticket to the Eclipse
tt14316961,1970,52,A Ticket to the Eclipse
tt92418850,1970,52,A Ticket to the Eclipse
tt32024350,1970,52,A Ticket to the Eclipse
tt65350354,1970,52,A View from the Chair
tt69701060,1970,52,A View from the Chair
tt50441769,1970,52,A Village Called G
tt66957857,1970,52,A Village Called G
tt41294724,1970,52,A Vision of the Future
tt81424771,1970,52,A Vision of the Future
tt62734700,1970,52,Bang Bang Youre Dead
tt31202817,1970,52,Bang Bang Youre Dead
tt50344105,1970,52,Bang Bang Youre Dead
tt30469475,1970,52,Bang Bang Youre Dead
tt95806767,1970,52,Bang Bang Youre Dead
tt88081155,1970,52,Blind Mirror
tt74718396,1970,52,Blind Mirror
tt60691605,1970,52,Blind Mirror
tt20263650,1970,52,Blind Mirror
tt33071465,1970,52,Blind Mirror
tt71860830,1970,52,Deja Vu
tt95354378,1970,52,Deja Vu
tt42388212,1970,52,Deja Vu
tt97859536,1970,52,Deja Vu
tt46531993,1970,52,Don Rickles Strikes Back
tt28541374,1970,52,Don Rickles Strikes Back
tt71338059,1970,52,Don Rickles Strikes Back
tt70954444,1970,52,Duet for Three
tt83870210,1970,52,Duet for Three
tt54416889,1970,52,Duet for Three
tt83122635,1970,52,Duet for Three
tt60251561,1970,52,Duet for Three
tt79398204,1970,52,Figures in a Landscape
tt63491871,1970,52,Figures in a Landscape
tt55013448,1970,52,Figures in a Landscape
tt41648187,1970,52,Figures in a Landscape
tt78262531,1970,52,Figures in a Landscape
tt76496127,1970,52,First You Eat  Later We Ruin You
tt24508997,1970,52,First You Eat  Later We Ruin You
tt80499954,1970,52,Fly Little One
tt83135439,1970,52,Fly Little One
tt86273360,1970,52,Fly Little One
tt26675953,1970,52,Fly Little One
tt50638820,1970,52,Fly Little One
tt48919262,1970,52,Guest Starring Art Carney
tt75915853,1970,52,Guest Starring Art Carney
tt17275190,1970,52,Guest Starring Art Carney
tt40398831,1970,52,Harlequins Gold
tt77979307,1970,52,Harlequins Gold
tt79840131,1970,52,Harlequins Gold
tt77361378,1970,52,Harlequins Gold
tt37317492,1970,52,Harlequins Gold
tt22948204,1970,52,It Could Happen to You
tt90445807,1970,52,It Could Happen to You
tt30684255,1970,52,Medal for a Hero
tt84535801,1970,52,Medal for a Hero
tt79564657,1970,52,Medal for a Hero
tt87988599,1970,52,Medal for a Hero
tt73637179,1970,52,Medal for a Hero
tt91642392,1970,52,Miss International
tt83683190,1970,52,Miss International
tt54353942,1970,52,Murder Revisited
tt49436738,1970,52,Murder Revisited
tt77549739,1970,52,Murder Revisited
tt33978731,1970,52,Murder Revisited
tt96777661,1970,52,Murder Revisited
tt14544774,1970,52,Once Upon a Saturday
tt40551954,1970,52,Once Upon a Saturday
tt78659211,1970,52,Once Upon a Saturday
tt68912786,1970,52,Once Upon a Saturday
tt97615630,1970,52,Once Upon a Saturday
tt41062143,1970,52,One for the Lady
tt26485994,1970,52,One for the Lady
tt54330163,1970,52,One for the Lady
tt46227061,1970,52,One for the Lady
tt48141601,1970,52,One for the Lady
tt42431105,1970,52,Only One Death to a Customer
tt74349783,1970,52,Only One Death to a Customer
tt67719763,1970,52,Only One Death to a Customer
tt46006822,1970,52,Only One Death to a Customer
tt73254478,1970,52,Only One Death to a Customer
tt12511997,1970,52,Summoned to Appear
tt68849798,1970,52,Summoned to Appear
tt91851545,1970,52,Summoned to Appear
tt76175441,1970,52,Sunburst
tt29648539,1970,52,Sunburst
tt79802269,1970,52,Sunburst
tt53652386,1970,52,Sunburst
tt89992500,1970,52,The Lost Art of Dying
tt86348963,1970,52,The Lost Art of Dying
tt57896539,1970,52,The Lost Art of Dying
tt90752624,1970,52,The Lost Art of Dying
tt54388823,1970,52,The Lost Art of Dying
tt27262591,1970,52,The Mouse That Died
tt31130427,1970,52,The Mouse That Died
tt38422281,1970,52,The Mouse That Died
tt95680790,1970,52,The Mouse That Died
tt87966112,1970,52,The Mouse That Died
