tconst,startYear,runtimeMinutes,primaryTitle
tt25396184,1968,23,Episode 1477
tt33034721,1968,23,Episode 1477
tt14958535,1968,23,Episode 1478
tt84574269,1968,23,Episode 1478
tt19295662,1968,23,Episode 1478
tt59800473,1968,23,Episode 1480
tt45842507,1968,23,Episode 1480
tt56543291,1968,23,Episode 1480
tt69481366,1968,23,Episode 1483
tt34855474,1968,23,Episode 1483
tt90191849,1968,23,Episode 1483
tt80378961,1968,23,Episode 1484
tt34483814,1968,23,Episode 1484
tt76954301,1968,23,Episode 1484
tt62710219,1968,23,Episode 1485
tt96438976,1968,23,Episode 1485
tt43584280,1968,23,Episode 1485
tt71468488,1968,23,Episode 1486
tt78990784,1968,23,Episode 1486
tt39971815,1968,23,Episode 1486
tt45274799,1968,23,Episode 1489
tt76031814,1968,23,Episode 1489
tt63395120,1968,23,Episode 1489
tt69795478,1968,23,Episode 1492
tt46357243,1968,23,Episode 1492
tt30766881,1968,23,Episode 1492
tt77284840,1968,23,Episode 1493
tt35206827,1968,23,Episode 1493
tt99813997,1968,23,Episode 1493
tt14694838,1968,23,Episode 1496
tt72890163,1968,23,Episode 1496
tt45856917,1968,23,Episode 1496
tt73322785,1968,23,Episode 1497
tt38721588,1968,23,Episode 1497
tt98963817,1968,23,Episode 1497
tt37153606,1968,23,Episode 1499
tt48088987,1968,23,Episode 1499
tt80877381,1968,23,Episode 1499
tt77646531,1968,23,Episode 1503
tt97028711,1968,23,Episode 1503
tt41961857,1968,23,Episode 1503
tt20863262,1968,23,Episode 1507
tt77879154,1968,23,Episode 1507
tt28530620,1968,23,Episode 1507
tt16283330,1968,23,Episode 1508
tt85929346,1968,23,Episode 1508
tt81840787,1968,23,Episode 1508
tt78508691,1968,23,Episode 1510
tt43230270,1968,23,Episode 1510
tt93816860,1968,23,Episode 1510
tt66034497,1968,23,Episode 1512
tt70707090,1968,23,Episode 1512
tt23641920,1968,23,Episode 1512
tt58853115,1968,23,Episode 1513
tt30051650,1968,23,Episode 1513
tt87182485,1968,23,Episode 1513
tt15321540,1968,23,Episode 1516
tt12220954,1968,23,Episode 1516
tt83992380,1968,23,Episode 1516
tt24044107,1968,23,Episode 1519
tt35733572,1968,23,Episode 1519
tt77946459,1968,23,Episode 1519
tt67394796,1968,23,Episode 1523
tt73679978,1968,23,Episode 1523
tt27705861,1968,23,Episode 1523
tt18441240,1968,23,Episode 1528
tt76851668,1968,23,Episode 1528
tt54512786,1968,23,Episode 1528
tt36675623,1968,23,Episode 1532
tt59022247,1968,23,Episode 1532
tt48374659,1968,23,Episode 1532
tt85427728,1968,23,Episode 1535
tt33425844,1968,23,Episode 1535
tt40974189,1968,23,Episode 1535
tt12595287,1968,23,Episode 1539
tt41508449,1968,23,Episode 1539
tt68392365,1968,23,Episode 1539
tt98267113,1968,23,Episode 1543
tt90985132,1968,23,Episode 1543
tt26327759,1968,23,Episode 1543
tt80771667,1968,23,Episode 1546
tt27819804,1968,23,Episode 1546
tt74898788,1968,23,Episode 1546
tt97825151,1968,23,Episode 1550
tt41971353,1968,23,Episode 1550
tt98238455,1968,23,Episode 1550
tt33963797,1968,23,Episode 1551
tt53278401,1968,23,Episode 1551
tt76155766,1968,23,Episode 1551
tt80376501,1968,23,Episode 1555
tt45574292,1968,23,Episode 1555
tt52744875,1968,23,Episode 1555
tt98638120,1968,23,Episode 1556
tt59677286,1968,23,Episode 1556
tt12025348,1968,23,Episode 1556
tt53081471,1968,23,Episode 1557
tt62687611,1968,23,Episode 1557
tt40613871,1968,23,Episode 1557
tt41978120,1968,23,Episode 1558
tt72555569,1968,23,Episode 1558
tt79778142,1968,23,Episode 1558
tt28980251,1968,23,Episode 1561
tt98339877,1968,23,Episode 1561
tt46887928,1968,23,Episode 1561
tt53041006,1968,23,Episode 1565
tt41498820,1968,23,Episode 1565
tt13561979,1968,23,Episode 1565
tt11927316,1968,23,Episode 1567
tt95784756,1968,23,Episode 1567
tt82647549,1968,23,Episode 1567
tt47357924,1968,23,Episode 1568
tt39527996,1968,23,Episode 1568
tt51328869,1968,23,Episode 1568
tt28412129,1968,23,Episode 1569
tt14297724,1968,23,Episode 1569
tt11187590,1968,23,Episode 1569
tt71512720,1968,23,Episode 1571
tt63926338,1968,23,Episode 1571
tt67313978,1968,23,Episode 1571
tt31204605,1968,23,Episode 1572
tt28177044,1968,23,Episode 1572
tt63504351,1968,23,Episode 1572
tt78689174,1968,23,Episode 1575
tt12486075,1968,23,Episode 1575
tt51748438,1968,23,Episode 1575
tt46871975,1968,23,Episode 1576
tt70545014,1968,23,Episode 1576
tt26615587,1968,23,Episode 1576
tt37080774,1968,23,Episode 1577
tt46069596,1968,23,Episode 1577
tt66117720,1968,23,Episode 1577
tt75863289,1968,23,Episode 1579
tt48943708,1968,23,Episode 1579
tt59006686,1968,23,Episode 1579
tt88483397,1968,23,Episode 1580
tt29792399,1968,23,Episode 1580
tt39341780,1968,23,Episode 1580
tt95976573,1968,23,Episode 1581
tt87060281,1968,23,Episode 1581
tt45640101,1968,23,Episode 1581
tt35656802,1968,23,Episode 1587
tt57443785,1968,23,Episode 1587
tt14549853,1968,23,Episode 1587
tt15178141,1968,23,Episode 1588
tt78323478,1968,23,Episode 1588
tt74153869,1968,23,Episode 1588
tt17731564,1968,23,Episode 1591
tt28431639,1968,23,Episode 1591
tt58271898,1968,23,Episode 1591
tt78663548,1968,23,Episode 1592
tt92563969,1968,23,Episode 1592
tt21970158,1968,23,Episode 1592
tt91254830,1968,23,Episode 1595
tt84634441,1968,23,Episode 1595
tt27586547,1968,23,Episode 1595
tt66645520,1968,23,Episode 1596
tt41225385,1968,23,Episode 1596
tt21161672,1968,23,Episode 1596
tt36605086,1968,23,Episode 1597
tt53565671,1968,23,Episode 1597
tt90710861,1968,23,Episode 1597
tt22453261,1968,23,Episode 1598
tt41089900,1968,23,Episode 1598
tt34949686,1968,23,Episode 1598
tt13490242,1968,23,Episode 1600
tt85939643,1968,23,Episode 1600
tt88888887,1968,23,Episode 1600
tt78697418,1968,23,Episode 1607
tt10321246,1968,23,Episode 1607
tt55565804,1968,23,Episode 1607
tt68876628,1968,23,Episode 1609
tt19116085,1968,23,Episode 1609
tt16028567,1968,23,Episode 1609
tt17794674,1968,23,Episode 1612
tt46622435,1968,23,Episode 1612
tt93524676,1968,23,Episode 1612
tt43719245,1968,23,Episode 1613
tt67309660,1968,23,Episode 1613
tt77875739,1968,23,Episode 1613
tt91499290,1968,23,Episode 1619
tt65963032,1968,23,Episode 1619
tt56091999,1968,23,Episode 1619
tt96884959,1968,23,Episode 1620
tt27731164,1968,23,Episode 1620
tt67450255,1968,23,Episode 1620
tt99728296,1968,23,Episode 1624
tt83598582,1968,23,Episode 1624
tt94130236,1968,23,Episode 1624
tt28676488,1968,23,Episode 1627
tt88112296,1968,23,Episode 1627
tt14822700,1968,23,Episode 1629
tt21557303,1968,23,Episode 1629
