tconst,startYear,runtimeMinutes,primaryTitle
tt57499601,1960,25,The After Hours
tt26715550,1960,25,The Assassins
tt89275644,1960,25,The Assassins
tt90863761,1960,25,The Assassins
tt67834265,1960,25,The Bagpiper
tt15169910,1960,25,The Bagpiper
tt65944571,1960,25,The Bagpiper
tt75956547,1960,25,The Bequest
tt63922615,1960,25,The Bequest
tt36905532,1960,25,The Bequest
tt31471620,1960,25,The Big Tall Wish
tt79541250,1960,25,The Big Tall Wish
tt79600521,1960,25,The Buntline Special
tt69548790,1960,25,The Campaign of Billy Banjo
tt52371232,1960,25,The Campaign of Billy Banjo
tt20332879,1960,25,The Campaign of Billy Banjo
tt15099828,1960,25,The Campaign of Billy Banjo
tt58340271,1960,25,The Campaign of Billy Banjo
tt18663895,1960,25,The Captive of Temblor
tt78401747,1960,25,The Captive of Temblor
tt70374900,1960,25,The Captive of Temblor
tt68886966,1960,25,The Champ
tt18469912,1960,25,The Champ
tt34000505,1960,25,The Champ
tt84560742,1960,25,The Champion
tt47028841,1960,25,The Champion
tt48797079,1960,25,The Champion
tt95805620,1960,25,The Chaser
tt10364019,1960,25,The Chaser
tt99817048,1960,25,The Chaser
tt89648488,1960,25,The Chaser
tt98270275,1960,25,The Chaser
tt25145986,1960,25,The Choice
tt95361910,1960,25,The Choice
tt49760685,1960,25,The Choice
tt27117304,1960,25,The Crossbow
tt80977650,1960,25,The Crossbow
tt25427768,1960,25,The Crossbow
tt34766116,1960,25,The Cure
tt45290170,1960,25,The Cure
tt61811785,1960,25,The Death of Gray
tt20301685,1960,25,The Death of Gray
tt84374002,1960,25,The Death of Gray
tt20156987,1960,25,The Debt
tt15108228,1960,25,The Debt
tt75593402,1960,25,The Deserters
tt57812773,1960,25,The Edge and the Point
tt36210176,1960,25,The Edge and the Point
tt54074555,1960,25,The Fever
tt76236209,1960,25,The Fever
tt54829708,1960,25,The Four of Us Are Dying
tt73498363,1960,25,The Four of Us Are Dying
tt34613837,1960,25,The Four of Us Are Dying
tt76890252,1960,25,The Four of Us Are Dying
tt95389143,1960,25,The Gentle Sword
tt55695731,1960,25,The Gentle Sword
tt53378531,1960,25,The Hatchet Man
tt39852426,1960,25,The Hatchet Man
tt62917990,1960,25,The Hatchet Man
tt45393793,1960,25,The Hatchet Man
tt69389201,1960,25,The HitchHiker
tt84949819,1960,25,The HitchHiker
tt88636636,1960,25,The HitchHiker
tt10059071,1960,25,The HitchHiker
tt47353532,1960,25,The Hope Chest
tt60980455,1960,25,The Hope Chest
tt11537890,1960,25,The Hope Chest
tt48900652,1960,25,The Howling Man
tt94173731,1960,25,The Howling Man
tt63906509,1960,25,The Howling Man
tt21785482,1960,25,The Howling Man
tt25263135,1960,25,The Hunted
tt77005215,1960,25,The Hunted
tt22222837,1960,25,The Hunted
tt25379741,1960,25,The Judgement
tt82495571,1960,25,The Judgement
tt73575561,1960,25,The Judgement
