tconst,startYear,runtimeMinutes,primaryTitle
tt64124108,1983,49,Part 5
tt39549638,1983,49,Past Imperfect
tt46066048,1983,49,Payday Pirates
tt17313224,1983,49,Praise Dilaudid
tt13252825,1983,49,Praise Dilaudid
tt61648493,1983,49,Rain
tt19554138,1983,49,Raw Deal
tt85832206,1983,49,Raw Deal
tt54648269,1983,49,Recipe for Heavy Bread
tt58783799,1983,49,Recipe for Heavy Bread
tt91731618,1983,49,Recipe for Heavy Bread
tt58833972,1983,49,Red Holt Steele
tt66951661,1983,49,Relationships
tt82913450,1983,49,Relationships
tt65459146,1983,49,Requiem
tt30129375,1983,49,Requiem
tt44467286,1983,49,Requiem for a Cop
tt42860421,1983,49,Return to Cadiz
tt52845572,1983,49,Return to Cadiz
tt29204183,1983,49,Ring of Fire
tt25597197,1983,49,Ring of Fire
tt44702511,1983,49,Scene Steelers
tt54017702,1983,49,Short Notice
tt65099615,1983,49,Short Notice
tt36316236,1983,49,Sins of the Fathers
tt60113871,1983,49,Sins of the Fathers
tt21269421,1983,49,Sins of the Fathers
tt53058063,1983,49,Slay Ride
tt31401285,1983,49,Soul Survivor
tt54580091,1983,49,Soul Survivor
tt71920684,1983,49,Soul Survivor
tt25030127,1983,49,Spotlight on Rico
tt29347621,1983,49,Spotlight on Rico
tt59185855,1983,49,Staying Alive While Running a High Flashdance Fever
tt76341138,1983,49,Steele Knuckles and Glass Jaws
tt89325562,1983,49,Steele Knuckles and Glass Jaws
tt86967909,1983,49,Steele Threads
tt80334772,1983,49,Steele in Circulation
tt27069636,1983,49,Steeles Gold
tt77188984,1983,49,Sting of Steele
tt40503395,1983,49,Sweet Sixteen and Dead
tt77128252,1983,49,Sweet Sixteen and Dead
tt32234102,1983,49,Targets Daisy and Lulu
tt28941407,1983,49,Targets Daisy and Lulu
tt38262377,1983,49,Targets Daisy and Lulu
tt33928877,1983,49,The Beast from the Belly of a Boeing
tt69218810,1983,49,The Beast from the Belly of a Boeing
tt24431574,1983,49,The Beast from the Belly of a Boeing
tt41074377,1983,49,The Belles of St Marys
tt34567790,1983,49,The Belles of St Marys
tt52895853,1983,49,The Boars Nest Bears
tt70766848,1983,49,The Boars Nest Bears
tt79216162,1983,49,The Caverns of Chaos
tt98845263,1983,49,The Caverns of Chaos
tt59482435,1983,49,The Cheerleader Murder
tt26998851,1983,49,The Decoy
tt62726443,1983,49,The Decoy
tt81635579,1983,49,The Dungeon of Death
tt16100946,1983,49,The Dungeon of Death
tt97228653,1983,49,The Ewing Blues
tt29789020,1983,49,The Fast Lane
tt75685213,1983,49,The Fast Lane
tt12711795,1983,49,The Gangs All Here
tt37865573,1983,49,The Grandest Jewel Thief of Them All
tt58601685,1983,49,The Grandest Jewel Thief of Them All
tt91827604,1983,49,The Great Pretender
tt24239949,1983,49,The Hostages
tt39057157,1983,49,The Hostages
tt75972449,1983,49,The Informant
tt52602851,1983,49,The Mumbler
tt92359344,1983,49,The Mumbler
tt76047368,1983,49,The Only Church in Town
tt62641727,1983,49,The Only Church in Town
tt48420440,1983,49,The OutofTowners
tt89900715,1983,49,The OutofTowners
